Staffed_Beds,Total_Discharges,ADI_NATRANK,2021/3/10_x,2022/3/10_x,2023/3/10_x,2021/3/10_y,2022/3/10_y,2023/3/10_y,Value_education,Value_poverty,Value_unemployment,pop_commutes_by_car_truck_van_any,pop_commutes_by_public_transport_any,median_age,pop_citizenship_non_us,pop_citizenship_us_native,pop_citizenship_us_naturalized,pop_ethnicity_hispanic_latino,pop_ethnicity_non_hispanic,pop_race_asian,pop_race_black,pop_race_hawaiian_pacific_islander,pop_race_multiple,pop_race_native_american,pop_race_other,pop_race_white,pop_sex_female,pop_sex_male,households_with_annual_income_100000_to_124999,households_with_annual_income_125000_to_149999,households_with_annual_income_150000_to_199999,households_with_annual_income_200000_or_more,households_with_annual_income_30000_to_39999,households_with_annual_income_40000_to_49999,households_with_annual_income_50000_to_59999,households_with_annual_income_60000_to_75499,households_with_annual_income_75000_to_99999,households_with_annual_income_less_than_30000,pop_employment_status_in_labor_force,pop_received_ssi_foodstamps_snap_past_year,households_with_no_internet_access,pop_adult_education_bachelors_or_higher,pop_adult_education_high_school,pop_adult_education_less_than_high_school,pop_adult_education_some_college_or_associates,pop_total
0.0,0.0,87.21428571428571,1293.0,4380.0,5438.0,24.0,46.0,52.0,22.1357142855,14.9,7.818518518518518,5613,14,39.7,93.0,14382.0,64.0,405,14134,47,428,0,622,18,139,13285,7398,7141,500,83,165,68,551,599,492,699,811,1953,6712,750,1076,1424,2132,610,2572,14539
0.0,0.0,86.6,1220.0,2680.0,3115.0,37.0,47.0,46.0,22.285714285214286,13.407692307692308,7.251851851851852,3790,12,41.7,30.0,9526.0,19.0,482,9093,20,71,4,369,919,34,8158,4935,4640,273,140,123,72,630,344,332,447,512,884,4652,539,790,928,1664,300,1718,9575
78.0,2834.0,62.09803921568628,7255.0,18864.0,22135.0,85.0,166.0,184.0,21.710714286214284,7.653846153846154,4.623076923076924,27812,99,38.7,993.0,65046.0,851.0,3376,63514,814,1659,21,2179,526,370,61321,33198,33692,2844,1961,1417,1030,2457,1940,1865,2458,3840,5021,32327,2630,3654,11200,8491,2183,12028,66890
0.0,0.0,84.0,248.0,673.0,785.0,3.0,7.0,7.0,22.575000000035715,24.605555555555554,31.34,943,0,45.2,38.0,2539.0,27.0,134,2470,4,34,0,73,20,29,2444,1276,1328,115,24,8,32,101,128,135,97,123,319,1200,143,250,277,361,61,492,2604
0.0,0.0,97.0,261.0,839.0,981.0,6.0,17.0,17.0,22.64642857142857,21.32857142857143,31.336585365853654,1162,0,47.4,24.0,3247.0,9.0,135,3145,11,38,0,227,139,8,2857,1545,1735,43,18,26,40,210,156,115,158,148,504,1422,208,419,254,495,174,668,3280
36.0,386.0,91.95238095238096,2374.0,6134.0,7257.0,49.0,84.0,84.0,22.289285714285715,14.238461538461538,8.185185185185185,7953,3,42.1,117.0,19864.0,36.0,562,19455,35,63,105,1367,404,46,17997,10250,9767,520,226,220,81,1166,696,673,722,997,2653,8966,1062,1828,2074,3134,1020,3663,20017
0.0,0.0,90.0,356.0,660.0,724.0,13.0,14.0,14.0,22.928571428857143,26.56875,23.808000000000003,991,2,46.1,79.0,2538.0,22.0,183,2456,0,0,0,22,17,78,2522,1320,1319,111,24,32,49,139,117,108,148,93,442,1279,67,202,303,361,95,437,2639
0.0,0.0,89.0,244.0,493.0,568.0,7.0,7.0,8.0,24.758620689344827,28.48333333333333,19.756,741,5,47.7,23.0,1957.0,26.0,73,1933,37,13,0,94,6,9,1847,957,1049,58,23,45,27,45,151,82,101,134,224,988,47,164,331,162,57,414,2006
0.0,0.0,79.0,806.0,1967.0,2415.0,28.0,33.0,35.0,22.43214285707143,10.046153846153846,10.564285714285717,3522,19,44.1,59.0,7922.0,49.0,213,7817,46,81,0,92,80,0,7731,4011,4019,197,123,155,116,571,310,306,569,385,1009,3915,239,880,1305,1084,188,1132,8030
0.0,0.0,89.4,969.0,2212.0,2608.0,26.0,36.0,36.0,22.567857143,12.73076923076923,6.848148148148148,3902,0,39.8,78.0,8702.0,51.0,298,8533,8,144,6,190,29,43,8411,4400,4431,239,120,94,53,507,449,308,542,427,902,4452,335,770,1005,1167,136,1752,8831
0.0,0.0,72.125,714.0,2408.0,2785.0,21.0,39.0,42.0,22.21785714242857,9.538461538461538,5.246153846153846,3551,1,44.9,19.0,8145.0,54.0,238,7980,48,78,0,207,16,9,7860,4059,4159,447,261,187,127,377,251,322,310,467,899,4199,299,536,1030,1125,228,1726,8218
0.0,0.0,91.0,159.0,441.0,543.0,9.0,15.0,16.0,24.06551724148276,21.110526315789475,17.584,786,0,50.7,9.0,1743.0,7.0,83,1676,0,4,0,47,0,9,1699,889,870,48,28,28,12,81,101,65,103,116,236,952,2,145,172,302,13,325,1759
44.0,458.0,84.25,3864.0,10074.0,12291.0,104.0,147.0,152.0,22.071428571250003,12.346153846153848,7.677777777777778,14111,63,38.7,533.0,33877.0,680.0,3904,31186,651,986,44,2060,551,432,30366,17484,17606,1070,655,366,298,1376,1516,1398,1300,1934,3887,16391,1718,2473,3538,4747,1580,6882,35090
76.0,3280.0,86.0,4559.0,11844.0,14793.0,75.0,124.0,128.0,22.078571428607145,16.43076923076923,7.692592592592592,17327,45,33.6,607.0,37652.0,615.0,2302,36572,750,851,0,1363,159,201,35550,19278,19596,1179,533,330,376,1704,1670,1179,1163,1808,5661,19954,2148,2718,5504,5075,1136,5890,38874
0.0,0.0,94.0,262.0,613.0,776.0,12.0,19.0,20.0,22.9285714285,25.0625,27.352,1035,0,50.6,38.0,2769.0,19.0,92,2734,12,10,0,24,15,0,2765,1415,1411,70,84,13,25,188,103,160,162,134,475,1396,77,203,295,485,76,468,2826
0.0,0.0,77.3125,1699.0,4787.0,5803.0,42.0,73.0,78.0,22.571428571285715,10.607692307692307,7.933333333333333,7974,8,41.5,158.0,18272.0,184.0,914,17700,145,219,0,475,98,105,17572,9284,9330,655,320,239,308,781,731,671,1025,998,2205,9468,722,1254,2293,2773,691,3602,18614
0.0,0.0,83.33333333333333,954.0,2431.0,2803.0,22.0,32.0,34.0,21.7857142855,10.36923076923077,8.496296296296295,3393,11,41.8,57.0,7533.0,26.0,216,7400,11,381,7,160,44,10,7003,3752,3864,258,164,95,84,350,159,229,318,391,955,3929,252,622,679,1157,220,1500,7616
136.0,5207.0,53.23880597014925,8533.0,24786.0,33273.0,79.0,131.0,136.0,21.78214285760714,9.03076923076923,7.125925925925926,56362,198,30.2,5258.0,112900.0,3146.0,7762,113542,6426,5231,35,6982,2550,1664,98416,61062,60242,4645,2479,3346,3014,4072,4187,3536,4929,5884,11880,71513,3087,3050,29128,9574,2393,14968,121304
0.0,0.0,93.0,256.0,560.0,667.0,12.0,13.0,13.0,22.782142857857146,26.064705882352943,28.106,1177,1,44.9,161.0,2575.0,86.0,584,2238,27,11,0,93,18,51,2622,1408,1414,69,26,19,42,186,153,138,175,174,303,1444,189,192,321,361,177,625,2822
0.0,0.0,97.0,179.0,569.0,678.0,5.0,8.0,10.0,22.5,30.15,32.89574468085106,853,0,52.3,8.0,2487.0,7.0,113,2389,11,2,0,105,40,21,2323,1264,1238,111,27,12,24,156,101,75,137,128,379,1008,133,247,161,464,125,425,2502
144.0,4316.0,61.92,3698.0,7126.0,8301.0,73.0,80.0,81.0,22.349999999535715,9.892307692307693,6.425925925925926,14560,0,33.2,424.0,27805.0,518.0,1718,27029,482,377,65,854,61,207,26701,14556,14191,1005,896,467,334,1211,873,795,1162,1796,3147,16691,678,1154,5517,2738,637,4402,28747
0.0,0.0,77.6,1211.0,2012.0,2406.0,25.0,31.0,32.0,22.567857142714285,21.15625,19.236363636363635,2428,8,43.6,85.0,6062.0,29.0,393,5783,68,179,0,235,65,18,5611,2645,3531,236,198,100,22,261,187,301,183,328,574,2763,167,357,826,956,281,1160,6176
100.0,2888.0,67.41379310344827,5961.0,11247.0,12874.0,72.0,106.0,112.0,22.3571428575,11.16153846153846,7.155555555555555,17174,154,31.7,4487.0,28696.0,3268.0,18275,18176,1473,1246,0,3055,193,1892,28592,17613,18838,1430,700,511,285,980,1570,1153,1311,2059,2495,19308,2169,2113,3033,4021,5057,5453,36451
89.0,1531.0,75.51851851851852,5612.0,10591.0,11997.0,71.0,108.0,113.0,22.353571428214284,11.207692307692309,3.380769230769231,15764,18,32.5,6074.0,25584.0,2060.0,18621,15097,424,694,26,2814,161,1811,27788,16150,17568,872,460,606,369,1494,1181,903,1365,1526,2461,17511,1161,1838,2641,4267,4528,5101,33718
36.0,1149.0,69.4090909090909,2470.0,6903.0,8047.0,37.0,77.0,81.0,21.82499999975,8.623076923076924,5.057692307692308,11423,0,40.0,235.0,25141.0,267.0,1118,24525,95,168,7,1018,83,485,23787,12717,12926,835,590,321,235,804,1434,770,1239,1522,2440,13218,1177,2164,2605,4477,985,4794,25643
49.0,769.0,73.48275862068965,3096.0,9187.0,11203.0,38.0,73.0,75.0,22.214285713892856,12.146153846153847,8.670370370370371,15653,51,26.6,918.0,30756.0,1635.0,5560,27749,905,6230,298,2902,273,1082,21619,15500,17809,844,513,574,71,1427,1413,1444,1784,1564,3232,17430,1350,1371,3668,3115,680,7709,33309
0.0,0.0,82.0,385.0,785.0,918.0,22.0,23.0,23.0,22.92500000032143,25.66470588235294,22.29,994,3,44.7,10.0,2621.0,19.0,58,2592,10,20,0,83,0,9,2528,1300,1350,128,38,81,32,131,127,119,150,146,308,1316,66,304,241,458,48,477,2650
0.0,0.0,93.0,251.0,565.0,746.0,7.0,13.0,15.0,22.932142857107145,26.677777777777777,25.54,972,0,49.3,7.0,2444.0,13.0,82,2382,11,126,0,85,0,0,2242,1310,1154,53,52,20,14,179,166,116,128,98,426,1229,43,259,333,294,69,395,2464
26.0,178.0,72.0,964.0,2198.0,2748.0,18.0,34.0,36.0,22.64642857107143,12.076923076923077,15.27,2836,0,32.5,841.0,6170.0,313.0,3520,3804,80,3,0,158,10,98,6975,3507,3817,256,164,207,114,247,149,264,132,414,614,3408,224,388,708,809,713,1174,7324
0.0,0.0,65.5,600.0,1230.0,1384.0,14.0,23.0,23.0,22.77857142857143,12.857142857142858,34.85454545454545,2973,0,36.1,474.0,5415.0,131.0,969,5051,23,44,19,178,14,18,5724,2972,3048,377,102,108,97,208,140,197,323,292,306,3365,49,338,676,659,573,933,6020
0.0,0.0,79.0,102.0,333.0,390.0,1.0,3.0,3.0,30.15806451612903,21.93,12.36122448979592,473,0,40.3,50.0,1040.0,66.0,269,887,0,0,0,43,21,147,945,622,534,30,14,12,13,24,58,71,85,46,138,579,67,52,124,127,80,167,1156
0.0,0.0,92.0,557.0,1780.0,2140.0,13.0,22.0,23.0,22.285714285714285,15.392307692307694,12.60689655172414,2609,3,48.6,20.0,5958.0,32.0,240,5770,23,12,0,227,21,33,5694,2938,3072,227,102,112,57,382,239,200,241,260,875,2967,392,678,561,945,236,1122,6010
0.0,0.0,92.0,201.0,462.0,544.0,1.0,3.0,3.0,22.853571428214284,23.4,21.872,970,55,36.2,435.0,2031.0,86.0,944,1608,0,51,0,41,0,209,2251,1205,1347,25,45,33,1,121,123,123,75,83,189,1187,99,171,246,488,350,240,2552
0.0,0.0,90.33333333333331,600.0,1647.0,1887.0,20.0,25.0,27.0,22.503571428214286,15.761538461538462,17.703125,2008,0,42.5,98.0,5400.0,8.0,342,5164,25,10,17,105,83,70,5196,2731,2775,132,62,51,87,284,271,293,278,263,646,2421,376,410,361,925,262,1011,5506
99.0,2443.0,72.39285714285714,3457.0,9543.0,11583.0,63.0,119.0,123.0,21.714285714321427,8.0,4.103846153846154,14905,34,39.2,808.0,33146.0,480.0,4199,30235,247,547,77,1701,83,652,31127,17317,17117,1056,812,650,346,1249,1394,1315,2001,1717,2856,17944,1059,2039,5445,3248,1406,6029,34434
0.0,0.0,83.0,410.0,961.0,1104.0,9.0,11.0,11.0,22.789285714285715,24.66875,30.702040816326534,1717,27,36.9,492.0,3130.0,368.0,1236,2754,5,1,0,246,38,393,3307,2039,1951,142,51,60,96,142,226,199,122,93,270,1953,95,141,317,434,612,633,3990
0.0,0.0,82.0,206.0,409.0,491.0,8.0,10.0,10.0,22.782142857107143,17.86842105263158,17.414285714285715,844,2,48.7,50.0,1809.0,13.0,175,1697,0,2,0,49,6,4,1811,945,927,105,62,26,7,97,70,49,83,121,170,1013,26,125,318,135,113,338,1872
0.0,0.0,69.18181818181819,1343.0,3874.0,4570.0,16.0,27.0,29.0,21.789285714357145,8.73076923076923,7.407407407407407,5659,34,40.9,80.0,13057.0,112.0,667,12582,45,19,14,569,1085,84,11433,6639,6610,441,300,232,173,420,515,582,706,839,1221,6520,475,888,1267,2520,304,2226,13249
0.0,0.0,59.23076923076923,1627.0,4743.0,5611.0,32.0,60.0,61.0,21.789285714250003,6.815384615384615,4.496153846153846,8881,18,43.9,68.0,18853.0,53.0,550,18424,3,129,0,486,136,71,18149,9414,9560,843,478,583,282,613,584,747,836,1299,1354,10000,375,894,2717,3370,427,3230,18974
0.0,0.0,97.0,201.0,785.0,936.0,4.0,13.0,13.0,22.928571428785716,26.875,29.07,1074,2,52.8,36.0,2809.0,9.0,69,2785,5,11,6,89,19,19,2705,1404,1450,82,17,30,29,171,131,73,127,175,551,1247,129,350,267,419,78,522,2854
1307.0,57011.0,35.72272727272728,55084.0,144548.0,174328.0,756.0,1182.0,1199.0,21.56428571460714,3.9538461538461536,3.773076923076923,281270,761,37.8,26484.0,544016.0,27074.0,46561,551013,31326,28193,228,22147,1612,8122,505946,304249,293325,27000,20401,25821,32448,14822,15385,14691,22684,33985,26362,339141,8825,10382,184482,38794,12003,82724,597574
0.0,0.0,88.0,561.0,1235.0,1365.0,11.0,20.0,20.0,22.710714285714285,15.75,34.04081632653061,1520,82,35.5,263.0,3432.0,168.0,1224,2639,9,114,0,35,1,207,3497,2059,1804,108,40,89,18,206,191,115,78,121,304,1767,219,208,316,562,412,346,3863
0.0,0.0,82.71428571428571,729.0,1951.0,2266.0,15.0,26.0,28.0,22.00000000053572,11.292307692307691,9.917857142857144,3268,0,45.6,63.0,7085.0,25.0,265,6908,11,40,0,191,4,16,6911,3591,3582,376,137,91,179,371,328,319,322,468,662,3710,191,667,889,1105,174,1362,7173
0.0,0.0,74.0,266.0,668.0,755.0,5.0,7.0,7.0,22.78214285714285,24.48333333333333,25.376,1009,1,41.3,11.0,2441.0,31.0,150,2333,26,19,0,67,23,48,2300,1275,1208,56,38,25,22,93,115,97,147,142,240,1208,89,217,270,289,124,373,2483
56.0,1348.0,89.77777777777777,2625.0,6600.0,7771.0,48.0,72.0,74.0,22.50000000014285,15.53076923076923,8.422222222222222,8534,4,41.2,42.0,19765.0,131.0,945,18993,26,904,0,1044,169,170,17625,10080,9858,542,354,110,197,955,795,876,857,992,2592,9825,729,1639,2181,2829,1093,3802,19938
0.0,0.0,93.0,124.0,295.0,366.0,7.0,11.0,12.0,23.65517241375862,21.46315789473684,19.314,663,0,44.4,18.0,1458.0,47.0,158,1365,24,0,3,7,13,43,1433,757,766,66,24,7,29,87,55,28,81,98,262,815,12,88,142,247,39,316,1523
52.0,1041.0,54.892857142857146,6895.0,19260.0,23665.0,83.0,174.0,183.0,21.571428571464285,6.238461538461538,4.85,32812,0,37.9,1028.0,79200.0,1271.0,5806,75693,1199,7104,69,4311,600,1760,66456,37955,43544,3228,2370,2319,1540,2233,2080,1884,2795,4616,4580,39517,2795,2882,15235,11745,2944,13619,81499
0.0,0.0,91.0,256.0,621.0,725.0,4.0,10.0,10.0,25.17241379351724,25.57058823529412,33.00833333333333,1187,0,45.9,4.0,3008.0,1.0,66,2947,0,8,0,121,1,0,2883,1487,1526,102,65,26,17,184,181,133,65,189,343,1489,73,329,344,343,56,651,3013
0.0,0.0,81.8,759.0,2812.0,3384.0,8.0,26.0,28.0,21.578571428392856,10.36923076923077,9.485185185185186,3742,12,44.5,4.0,9607.0,76.0,278,9409,170,46,37,132,18,16,9268,4786,4901,384,219,110,195,312,554,299,414,598,1424,4493,440,1433,925,1737,416,1693,9687
0.0,0.0,86.0,293.0,840.0,1008.0,6.0,12.0,13.0,22.93214285717857,26.522222222222226,25.11,1189,40,39.7,44.0,2728.0,17.0,170,2619,0,2,8,66,40,25,2648,1359,1430,60,64,46,42,139,73,129,115,131,345,1420,180,148,277,340,105,614,2789
0.0,0.0,79.16666666666667,4131.0,9941.0,11754.0,82.0,115.0,120.0,22.22142857142857,10.992307692307692,7.229629629629629,15215,97,33.8,2236.0,29927.0,1074.0,7149,26088,767,727,0,2110,145,609,28879,17140,16097,899,437,446,322,1435,1136,1010,1663,2018,4195,18335,1124,1686,4090,4385,1839,4562,33237
52.0,995.0,64.69565217391305,3151.0,7770.0,9312.0,84.0,124.0,126.0,22.353571428571428,8.069230769230769,3.6115384615384616,13110,1,40.7,330.0,27952.0,275.0,1241,27316,214,443,0,701,91,22,27086,14512,14045,1099,700,585,520,1551,1201,936,1625,1705,2557,15100,383,1704,4331,3275,984,5246,28557
0.0,0.0,85.0,1037.0,3314.0,3931.0,24.0,39.0,43.0,22.285714285607146,9.323076923076924,7.15925925925926,4761,4,44.8,49.0,11759.0,57.0,450,11415,72,128,0,340,39,32,11254,5892,5973,432,133,92,100,458,660,478,605,626,1254,5883,203,890,1517,1462,487,1943,11865
0.0,0.0,81.22222222222223,1073.0,2543.0,2919.0,23.0,41.0,42.0,22.43214285703572,9.953846153846154,6.65925925925926,4236,8,42.8,32.0,9623.0,58.0,251,9462,40,37,19,298,7,46,9266,4869,4844,307,193,122,123,563,381,410,486,545,998,5111,401,843,1006,1717,346,1577,9713
0.0,0.0,79.0,497.0,1218.0,1347.0,10.0,19.0,20.0,22.7821428575,24.25625,32.547916666666666,1799,15,37.3,289.0,3665.0,166.0,908,3212,36,38,0,228,2,428,3388,2055,2065,90,118,42,72,183,157,224,189,289,351,2079,152,258,399,431,390,712,4120
18.0,515.0,52.516129032258064,2650.0,7699.0,9377.0,42.0,87.0,93.0,21.574999999964287,5.800000000000001,4.4,14757,0,42.9,183.0,33349.0,208.0,1118,32622,188,372,0,688,353,376,31763,16782,16958,1386,1243,864,831,1080,637,857,1576,2288,2238,16968,1098,2124,5590,5075,605,5888,33740
0.0,0.0,87.0,565.0,1422.0,1735.0,19.0,19.0,22.0,22.721428571642857,16.25,22.43235294117647,2399,3,43.1,6.0,5988.0,59.0,154,5899,19,35,0,85,44,9,5861,2954,3099,71,66,96,67,376,329,362,228,332,666,2892,103,367,691,681,138,1155,6053
47.0,1148.0,86.46666666666667,3344.0,9395.0,10789.0,72.0,141.0,154.0,22.35714285682143,15.407692307692308,8.662962962962963,12854,15,40.3,285.0,31577.0,252.0,2231,29883,192,1692,34,1762,1088,593,26753,16083,16031,898,386,413,349,1516,1267,1321,1574,1359,4684,14848,2150,2614,3284,4467,1500,6401,32114
0.0,0.0,83.5,573.0,1497.0,1740.0,21.0,27.0,28.0,22.571428571428573,15.742857142857144,18.928125,2479,3,46.7,82.0,5409.0,60.0,297,5254,42,8,0,155,12,8,5326,2753,2798,248,104,55,101,264,193,165,306,270,638,2892,117,364,743,853,215,906,5551
26.0,138.0,89.0,255.0,622.0,712.0,9.0,11.0,11.0,22.860714285357144,26.794117647058822,27.23,989,16,39.8,149.0,2391.0,116.0,629,2027,57,2,0,243,5,9,2340,1388,1268,61,65,32,21,85,118,84,86,101,383,1189,79,158,161,464,205,468,2656
0.0,0.0,66.55555555555556,1483.0,3230.0,3742.0,55.0,60.0,60.0,22.35357142867857,8.3,3.215384615384615,4539,6,40.7,21.0,10026.0,62.0,220,9889,18,57,0,189,65,35,9745,4958,5151,382,246,260,129,337,401,240,489,560,1025,5195,229,643,1385,1479,170,1596,10109
0.0,0.0,87.52941176470588,1766.0,5127.0,6011.0,28.0,62.0,66.0,22.56785714296429,15.153846153846152,8.685185185185185,6547,39,40.5,353.0,15609.0,46.0,948,15060,12,221,0,520,80,40,15135,8238,7770,402,263,211,98,645,607,417,1052,760,2007,7377,701,1397,1586,2391,442,3135,16008
0.0,0.0,88.0,367.0,779.0,883.0,15.0,18.0,18.0,22.93571428560714,27.18947368421053,25.96,1178,0,49.7,105.0,2681.0,52.0,308,2530,7,10,0,30,3,172,2616,1423,1415,145,41,67,32,114,148,148,103,170,292,1445,13,238,304,366,116,526,2838
0.0,0.0,90.0,1214.0,2145.0,2425.0,27.0,37.0,37.0,22.717857142785714,17.70714285714286,33.16590909090909,1939,9,41.9,82.0,5299.0,35.0,285,5131,35,178,0,101,45,83,4974,2460,2956,114,155,38,58,287,284,158,200,178,393,2341,239,212,470,818,357,1219,5416
0.0,0.0,74.06666666666666,1196.0,3889.0,4736.0,24.0,44.0,49.0,21.78928571475,8.892307692307693,8.507407407407406,6704,8,43.6,63.0,15693.0,99.0,543,15312,38,98,1,521,24,42,15131,7914,7941,692,213,208,165,695,550,542,809,1131,1619,7906,691,1050,1694,2705,631,2843,15855
0.0,0.0,92.0,297.0,791.0,1000.0,11.0,16.0,17.0,22.9285714285,26.06875,32.63913043478261,1478,0,46.5,8.0,3454.0,32.0,79,3415,4,30,0,89,7,34,3330,1752,1742,123,62,93,26,221,104,153,201,192,512,1783,154,395,401,477,54,735,3494
0.0,0.0,74.66666666666667,548.0,1193.0,1429.0,13.0,16.0,17.0,22.64285714314286,16.178571428571427,19.615625,2530,0,42.8,27.0,5729.0,20.0,170,5606,47,38,0,88,59,0,5544,2797,2979,233,130,111,88,231,293,207,257,392,491,2986,182,508,653,989,149,1100,5776
0.0,0.0,90.33333333333331,1142.0,2119.0,2556.0,14.0,23.0,24.0,22.578571428392856,26.1375,15.725806451612904,2504,10,46.2,41.0,6472.0,26.0,505,6034,15,370,0,123,62,123,5846,2907,3632,134,69,131,19,278,277,161,281,372,725,2911,126,516,639,1247,349,1329,6539
0.0,0.0,87.42857142857143,707.0,1357.0,1667.0,23.0,29.0,30.0,22.710714285821428,15.935714285714283,31.705,2426,5,44.2,31.0,5221.0,45.0,183,5114,47,63,11,78,22,3,5073,2638,2659,176,89,58,47,265,259,314,360,242,596,2732,291,346,694,665,116,1033,5297
0.0,0.0,56.588235294117645,1778.0,5713.0,6964.0,29.0,55.0,55.0,22.007142857,7.0,3.630769230769231,10273,18,35.4,276.0,23745.0,182.0,1260,22943,165,406,0,703,161,65,22703,12157,12046,1008,553,721,366,503,915,509,1196,1409,1703,11640,671,867,4503,3069,482,3857,24203
35.0,1312.0,76.625,808.0,1925.0,2233.0,25.0,30.0,30.0,22.710714286,11.515384615384615,7.033333333333333,3864,10,39.0,108.0,9128.0,88.0,662,8662,18,173,0,387,25,18,8703,4657,4667,270,115,132,211,306,414,362,411,531,981,4627,184,575,1339,971,323,1594,9324
0.0,0.0,81.0,346.0,677.0,762.0,8.0,9.0,9.0,25.06206896551724,26.522222222222226,22.928,1099,9,48.0,43.0,2426.0,21.0,187,2303,3,14,0,36,31,89,2317,1193,1297,86,82,67,20,80,88,84,115,187,360,1357,108,157,290,286,58,568,2490
182.0,4474.0,81.69090909090909,8320.0,18478.0,22234.0,139.0,219.0,228.0,22.074999999714287,11.169230769230769,7.2555555555555555,25989,176,40.9,998.0,60872.0,551.0,6034,56387,330,1596,75,2939,628,630,56223,31066,31355,1935,1028,692,774,2934,2675,2428,2688,3415,6401,30281,2484,3608,6267,8516,3079,12877,62421
0.0,0.0,91.42857142857144,676.0,1345.0,1537.0,14.0,14.0,16.0,22.932142857357142,25.0875,31.65952380952381,1962,1,49.5,26.0,4551.0,30.0,97,4510,16,44,0,43,21,19,4464,2337,2270,146,45,74,48,297,204,175,312,301,574,2250,217,493,649,547,74,819,4607
0.0,0.0,88.75,1061.0,2601.0,3036.0,12.0,22.0,23.0,22.560714286107142,12.846153846153848,7.31111111111111,4154,1,39.1,270.0,9099.0,163.0,1099,8433,71,188,29,374,46,213,8611,4705,4827,292,190,123,54,423,479,379,369,545,1085,4940,393,699,898,1286,243,1938,9532
107.0,3972.0,56.26923076923077,6148.0,13420.0,16092.0,39.0,79.0,81.0,22.07499999992857,11.053846153846155,6.618518518518518,33700,79,25.4,3615.0,68627.0,1817.0,6188,67871,3770,4637,151,3688,276,951,60586,34964,39095,1884,1478,1289,1222,2710,3039,2261,2962,2607,7426,44859,2869,1702,14627,4628,1184,10334,74059
0.0,0.0,88.2,647.0,1364.0,1580.0,12.0,20.0,20.0,22.78571428557143,21.28,28.95675675675676,2030,13,44.4,6.0,4948.0,31.0,129,4856,11,93,8,92,3,26,4752,2581,2404,155,111,67,29,220,301,226,269,269,520,2390,193,349,570,606,256,976,4985
0.0,0.0,93.0,427.0,808.0,920.0,14.0,18.0,18.0,22.78928571475,26.25625,34.164,1270,0,46.8,4.0,2928.0,21.0,90,2863,24,8,0,159,0,10,2752,1452,1501,54,48,24,26,142,138,148,169,221,478,1559,70,221,312,376,87,605,2953
0.0,0.0,83.0,846.0,1872.0,2132.0,27.0,36.0,37.0,22.571428571285715,14.553846153846154,11.762068965517242,2840,2,45.3,38.0,6812.0,46.0,255,6641,0,125,0,301,55,60,6355,3507,3389,150,51,57,109,420,267,474,263,428,786,3332,276,464,861,835,188,1351,6896
223.0,7974.0,74.25581395348837,6011.0,14091.0,16697.0,133.0,230.0,239.0,22.35714285682143,11.738461538461538,7.377777777777777,24330,0,39.1,1326.0,51711.0,1347.0,6288,48096,1097,1567,13,3001,175,1067,47464,27292,27092,2030,903,863,657,2803,1907,2072,2445,2618,5953,28729,2388,3099,8112,7549,2265,9609,54384
0.0,0.0,72.0,570.0,1277.0,1554.0,23.0,34.0,34.0,22.57499999964286,21.78125,34.287234042553195,2195,60,39.7,339.0,4415.0,139.0,903,3990,77,0,2,123,3,209,4479,2388,2505,201,118,60,62,297,160,96,200,326,542,2535,158,422,631,545,418,713,4893
1511.0,70257.0,72.09701492537313,54195.0,144518.0,168057.0,717.0,1255.0,1360.0,21.71428571392857,10.83846153846154,8.374074074074075,229376,591,35.5,23684.0,472117.0,19615.0,76702,438714,22161,43196,320,32018,4640,20357,392724,260861,254555,17568,11708,10817,9061,21138,17757,15953,21068,25678,48572,265917,29096,22308,83384,64894,26764,85485,515416
71.0,2512.0,79.88235294117646,3859.0,6918.0,7955.0,34.0,59.0,59.0,22.439285714285717,12.423076923076923,7.270370370370371,9710,62,29.9,4288.0,15360.0,2254.0,13607,8295,568,898,38,2186,179,5451,12582,10395,11507,426,404,231,133,754,1020,703,889,744,1879,10929,1097,1240,1133,3170,3286,3101,21902
702.0,28260.0,75.76086956521739,16544.0,47962.0,59351.0,343.0,567.0,612.0,21.782142857,11.246153846153844,7.622222222222223,76374,159,39.4,4072.0,170290.0,2931.0,22414,154879,2389,14608,58,9225,1441,6279,143293,91675,85618,7071,3540,3495,2890,7192,7476,5760,8482,10344,16712,88724,6904,11965,28870,24994,6725,28062,177293
0.0,0.0,74.0,428.0,786.0,896.0,12.0,18.0,18.0,24.586206896931035,25.438888888888886,21.474,1062,5,43.6,49.0,2442.0,24.0,138,2377,0,21,0,23,15,39,2417,1239,1276,129,36,41,100,108,86,74,108,142,256,1438,38,164,259,408,14,547,2515
0.0,0.0,79.33333333333333,625.0,1500.0,1779.0,11.0,19.0,20.0,22.71428571439285,13.915384615384616,26.11388888888889,2261,1,39.7,68.0,5725.0,111.0,718,5186,75,57,0,137,30,330,5275,2917,2987,131,110,197,135,246,228,365,320,306,531,3257,318,211,530,628,279,1465,5904
