Staffed_Beds,Total_Discharges,ADI_NATRANK,2021/3/10_x,2022/3/10_x,2023/3/10_x,2021/3/10_y,2022/3/10_y,2023/3/10_y,Value_education,Value_poverty,Value_unemployment,pop_commutes_by_car_truck_van_any,pop_commutes_by_public_transport_any,median_age,pop_citizenship_non_us,pop_citizenship_us_native,pop_citizenship_us_naturalized,pop_ethnicity_hispanic_latino,pop_ethnicity_non_hispanic,pop_race_asian,pop_race_black,pop_race_hawaiian_pacific_islander,pop_race_multiple,pop_race_native_american,pop_race_other,pop_race_white,pop_sex_female,pop_sex_male,households_with_annual_income_100000_to_124999,households_with_annual_income_125000_to_149999,households_with_annual_income_150000_to_199999,households_with_annual_income_200000_or_more,households_with_annual_income_30000_to_39999,households_with_annual_income_40000_to_49999,households_with_annual_income_50000_to_59999,households_with_annual_income_60000_to_75499,households_with_annual_income_75000_to_99999,households_with_annual_income_less_than_30000,pop_employment_status_in_labor_force,pop_received_ssi_foodstamps_snap_past_year,households_with_no_internet_access,pop_adult_education_bachelors_or_higher,pop_adult_education_high_school,pop_adult_education_less_than_high_school,pop_adult_education_some_college_or_associates,pop_total
23.0,93.0,52.0,1903.0,5607.0,7172.0,33.0,71.0,84.0,21.571428571428573,10.069230769230767,4.726923076923077,12562,116,40.9,1770.0,27051.0,1071.0,8139,21753,165,2622,0,884,41,3606,22574,14979,14913,1329,889,476,715,1150,729,805,1128,1660,2688,15068,1032,1998,3216,5048,1706,4604,29892
0.0,0.0,88.5,802.0,1395.0,1727.0,18.0,38.0,39.0,22.635714286071423,17.592307692307692,10.653571428571428,2143,0,33.7,668.0,5894.0,354.0,4548,2368,47,20,0,34,69,303,6443,3461,3455,97,30,107,49,190,194,144,349,331,565,3068,510,554,536,1214,741,661,6916
0.0,0.0,55.142857142857146,1290.0,3547.0,4194.0,27.0,74.0,81.0,21.571428571535712,11.684615384615386,4.4423076923076925,8405,59,53.1,758.0,21496.0,516.0,4391,18379,77,170,0,1360,274,615,20274,11443,11327,877,363,465,526,664,611,1044,870,1270,2007,10210,1114,1177,2063,3788,1144,4270,22770
15.0,340.0,51.898305084745765,8565.0,21621.0,26023.0,90.0,228.0,255.0,21.571428571428573,11.153846153846152,4.711538461538462,33653,111,38.0,6622.0,76936.0,3281.0,33686,53153,732,6803,0,6065,462,16023,56754,42750,44089,3251,1781,2145,1357,2417,2109,1740,2334,3937,5102,40374,3877,3799,9338,13790,7396,13541,86839
27.0,245.0,93.0,291.0,809.0,905.0,12.0,32.0,33.0,22.357142856785718,21.835714285714285,31.21590909090909,1323,0,47.2,65.0,3429.0,66.0,543,3017,0,114,45,36,19,58,3288,1841,1719,122,55,11,66,178,142,128,92,224,603,1501,119,338,355,692,126,465,3560
40.0,1247.0,86.69565217391305,3427.0,8185.0,10390.0,67.0,151.0,155.0,22.139285714178573,21.615384615384617,8.885185185185184,9256,51,35.3,607.0,31547.0,455.0,19313,13296,187,2379,4,2815,196,867,26161,12644,19965,497,371,426,201,1057,700,847,752,833,2815,11157,2016,2519,1597,6353,3665,6610,32609
909.0,41232.0,71.20675105485232,20920.0,66587.0,89391.0,401.0,874.0,944.0,21.70714285675,12.707692307692309,8.177777777777779,145307,759,31.3,14118.0,326845.0,14737.0,90125,265575,10029,85986,2346,28116,1685,10872,216666,178674,177026,11051,7097,5003,4654,12754,11944,11203,14041,16442,31558,175339,27296,12118,45139,44224,14719,73965,355700
5883.0,265781.0,65.29866666666666,198969.0,548401.0,702239.0,3355.0,5990.0,6517.0,21.57142857107143,13.23076923076923,7.962962962962963,810788,3519,33.8,146925.0,1721110.0,110791.0,1197120,781706,59963,150321,2296,199488,13201,136791,1416766,1001524,977302,55586,36119,37280,36124,59145,56398,53723,67762,80724,161700,996428,157041,78491,299562,259646,144617,326530,1978826
0.0,0.0,38.72727272727273,689.0,2512.0,3263.0,20.0,34.0,35.0,24.520689654793102,10.223076923076924,3.9538461538461536,4856,0,50.5,364.0,11090.0,279.0,2317,9416,98,3,47,896,167,521,10001,5806,5927,514,361,292,262,295,464,229,596,658,994,6041,397,522,1684,1688,434,2100,11733
0.0,0.0,56.0,22.0,95.0,116.0,2.0,2.0,2.0,34.02368421078948,18.263636363636365,9.891836734693875,152,0,37.2,0.0,650.0,3.0,85,568,0,0,0,33,0,0,620,344,309,36,34,23,10,19,4,27,31,11,28,238,11,26,120,46,8,72,653
0.0,0.0,71.6470588235294,1608.0,4028.0,4634.0,32.0,70.0,76.0,22.21428571392857,13.53076923076923,8.092592592592593,6991,0,46.8,818.0,17141.0,469.0,3459,14969,112,317,0,866,63,367,16703,9369,9059,864,329,252,255,923,508,795,773,934,1622,8123,997,1556,1354,2954,917,3411,18428
460.0,18217.0,78.44155844155844,6688.0,19858.0,23947.0,205.0,416.0,456.0,21.7821428575,15.492307692307692,8.188888888888888,35773,22,38.3,2149.0,89711.0,1762.0,7251,86371,1130,23278,39,2884,753,1760,63778,46371,47251,2699,1924,1369,1473,3227,2952,2819,3211,4262,10347,39828,5765,7828,10161,16687,4757,16335,93622
205.0,9774.0,51.97767857142857,33943.0,92901.0,118737.0,431.0,974.0,1040.0,21.571428571785717,7.715384615384615,5.407692307692307,156593,284,36.0,23303.0,320394.0,24365.0,114094,253968,24467,52893,79,22578,2362,16441,249242,182089,185973,13868,10528,13075,12794,8517,7322,8760,12074,17955,19291,180391,14882,9995,63550,48451,20234,65168,368062
563.0,26614.0,59.14685314685315,21587.0,59786.0,77645.0,234.0,405.0,437.0,21.78928571392857,16.43846153846154,6.6037037037037045,94892,160,26.8,19631.0,197391.0,9348.0,58542,167828,13690,24390,147,11497,559,5930,170157,112188,114182,5836,4197,3935,5088,7452,7041,5858,7381,8706,26020,114309,10571,7174,41956,20303,11979,26563,226370
0.0,0.0,67.45454545454545,892.0,1054.0,1515.0,16.0,27.0,34.0,22.71428571392857,15.184615384615386,7.207407407407407,4049,6,43.8,587.0,8400.0,244.0,4168,5063,392,19,0,211,94,308,8207,4744,4487,264,135,230,159,422,497,221,432,455,1477,4840,457,910,1977,898,698,1183,9231
0.0,0.0,94.0,137.0,446.0,566.0,5.0,8.0,8.0,22.924999999642857,31.910526315789472,19.19,522,0,46.9,102.0,1234.0,12.0,487,861,0,16,6,99,0,17,1210,563,785,21,35,16,8,93,48,42,61,46,218,640,44,152,88,254,100,232,1348
0.0,0.0,99.0,784.0,1606.0,2179.0,36.0,51.0,55.0,22.42500000025,29.29230769230769,9.307407407407409,2709,0,34.4,595.0,6366.0,139.0,6514,586,0,87,0,533,104,656,5720,3554,3546,134,89,10,0,249,88,122,145,163,1475,2988,1023,886,590,826,982,795,7100
57.0,2817.0,81.97058823529412,4156.0,10995.0,15852.0,116.0,224.0,238.0,22.353571429285715,15.707692307692309,7.711111111111112,15354,30,41.2,952.0,36079.0,774.0,8516,29289,242,1361,0,2145,135,670,33252,18985,18820,1090,647,673,413,1652,1296,1294,1507,1601,4441,17490,2374,2594,3782,6509,1989,6389,37805
0.0,0.0,69.35,2238.0,4995.0,5645.0,39.0,66.0,68.0,21.7821428575,13.461538461538462,7.674074074074074,6587,0,43.8,809.0,17095.0,333.0,3806,14431,8,2460,0,802,49,535,14383,9167,9070,671,413,453,239,751,608,748,784,907,1357,8071,895,1523,1867,3214,1289,2432,18237
46.0,2361.0,51.294117647058826,4326.0,10738.0,13200.0,62.0,165.0,181.0,22.14642857142857,11.115384615384617,4.346153846153846,18847,4,44.8,2029.0,44086.0,1433.0,10625,36923,291,677,16,2080,172,2143,42169,24001,23547,1644,1011,878,1006,1760,1859,1916,1703,2430,3177,22437,1563,2312,5435,7096,3096,7244,47548
0.0,0.0,68.48148148148148,5239.0,14091.0,17076.0,94.0,173.0,186.0,21.575000000357143,12.215384615384616,8.218518518518518,17344,47,35.8,3645.0,37724.0,1448.0,22720,20097,444,2287,8,3118,238,3167,33555,20964,21853,1135,556,827,434,1170,1015,1127,1838,2085,3587,19669,2355,2783,2933,8401,4298,6010,42817
0.0,0.0,75.36842105263158,2057.0,5673.0,6992.0,21.0,48.0,54.0,21.999999999285716,14.592307692307692,5.634615384615385,9435,20,37.7,1410.0,18717.0,1343.0,10551,10919,1218,454,0,2151,48,799,16800,10418,11052,731,348,356,273,964,955,625,1073,1006,1696,10669,1567,1452,1819,3121,1893,3682,21470
0.0,0.0,82.33333333333333,1151.0,2786.0,3515.0,38.0,72.0,80.0,21.78928571392857,12.330769230769231,7.348148148148148,5400,18,43.9,141.0,13766.0,52.0,1371,12588,59,114,0,574,10,187,13015,7051,6908,354,174,228,131,632,446,492,702,709,1504,6246,628,1091,1633,2536,652,2294,13959
928.0,41854.0,86.92546583850931,37780.0,99455.0,130436.0,1424.0,2005.0,2120.0,21.72142857178571,21.17692307692308,9.696296296296296,147575,410,31.7,61721.0,326599.0,33815.0,379216,42919,2887,2295,118,40821,732,16877,358405,216311,205824,7590,4573,3850,2923,13575,10404,11005,11662,12975,48411,174088,56504,31466,36383,53806,51262,50218,422135
0.0,0.0,82.45454545454545,1189.0,2817.0,3548.0,42.0,73.0,78.0,22.285714285714285,17.584615384615383,8.637037037037036,4807,8,38.1,1002.0,11633.0,303.0,3292,9646,52,2195,0,374,55,543,9719,6665,6273,261,154,138,137,400,339,392,331,798,1510,5595,1184,1043,1250,1985,795,2032,12938
0.0,0.0,73.0,404.0,1499.0,1545.0,14.0,34.0,38.0,21.746428571285715,13.892857142857142,20.09375,2690,0,42.4,22.0,5820.0,115.0,609,5348,18,65,0,59,161,167,5487,3002,2955,317,168,224,118,166,152,135,343,304,405,3020,214,394,755,774,136,1244,5957
37.0,725.0,85.37931034482759,1801.0,7099.0,8884.0,80.0,191.0,204.0,22.278571429285712,19.22307692307692,9.025925925925923,10568,5,44.0,514.0,29251.0,237.0,1409,28593,172,5183,0,834,51,386,23376,15718,14284,915,407,424,317,1102,1286,1024,1258,1319,3910,12376,2016,2832,2476,6147,1789,3849,30002
0.0,0.0,84.28571428571429,903.0,2262.0,2701.0,30.0,46.0,49.0,22.292857142857144,14.976923076923075,13.5,3159,0,35.7,860.0,6357.0,344.0,4900,2661,50,77,0,782,55,255,6342,3761,3800,146,69,156,78,216,260,211,264,350,807,3611,613,575,631,1150,807,863,7561
0.0,0.0,50.15,4389.0,10276.0,13072.0,26.0,69.0,74.0,21.571428571428573,8.476923076923077,5.81923076923077,18790,52,35.2,1737.0,39722.0,1112.0,9870,32701,369,3277,0,1901,45,1229,35750,21151,21420,1556,1470,2113,1798,1006,801,637,767,1215,2903,21341,1588,1732,5134,5347,2144,9347,42571
38.0,1313.0,79.57142857142857,4059.0,7924.0,9151.0,136.0,249.0,261.0,22.21428571464286,17.361538461538462,8.162962962962963,19074,80,37.9,4305.0,46848.0,1188.0,12267,40074,287,7289,24,2115,282,1592,40752,25578,26763,1535,946,983,440,2048,1976,1663,1621,2107,5221,22625,4386,3566,4121,8099,4963,7963,52341
37.0,415.0,83.66666666666667,1337.0,2588.0,3189.0,17.0,30.0,35.0,22.71428571464286,18.207692307692305,21.13939393939394,2668,0,32.9,472.0,6627.0,120.0,2530,4689,0,563,0,648,2,318,5688,2646,4573,151,20,187,47,449,209,67,253,321,604,3178,198,513,800,1646,689,1153,7219
0.0,0.0,76.63636363636364,1006.0,2047.0,2493.0,16.0,32.0,43.0,21.78928571464286,9.930769230769233,7.492592592592593,4396,13,47.0,245.0,10103.0,96.0,682,9762,89,59,6,342,69,75,9804,5215,5229,504,239,190,212,350,319,297,383,614,1051,4936,627,784,1354,1876,289,1680,10444
0.0,0.0,99.0,255.0,876.0,984.0,14.0,23.0,25.0,22.7892857145,26.214285714285715,33.225,1139,0,36.6,279.0,2498.0,83.0,1691,1169,0,168,0,260,1,121,2310,1369,1491,39,58,66,8,110,107,49,77,117,395,1347,177,264,111,511,364,433,2860
0.0,0.0,92.0,470.0,832.0,1120.0,11.0,19.0,21.0,22.5,20.042857142857144,35.59791666666667,1338,1,47.9,10.0,3191.0,97.0,727,2571,0,37,0,46,45,207,2963,1707,1591,118,45,18,79,236,116,118,163,210,522,1483,167,351,377,508,184,491,3298
0.0,0.0,84.45454545454545,718.0,1617.0,2030.0,31.0,69.0,77.0,22.27857142857143,20.446153846153848,7.714814814814815,3263,0,47.0,333.0,7833.0,115.0,1466,6815,19,168,3,507,102,420,7062,4018,4263,263,38,70,148,311,506,382,378,372,1024,3765,267,646,589,1584,503,1311,8281
2266.0,183519.0,27.417699115044247,84589.0,205222.0,278779.0,792.0,1463.0,1623.0,21.575,5.199999999999999,4.353846153846154,433989,574,37.0,113572.0,791378.0,101088.0,154396,851642,158166,98006,769,55971,4246,25567,663313,510490,495548,40205,34200,45823,57570,18089,21261,20295,29652,46441,39955,548029,16949,15840,305792,73445,31152,141697,1006038
0.0,0.0,96.0,259.0,690.0,892.0,9.0,16.0,17.0,22.86428571428572,23.61428571428572,30.796,1139,6,40.1,149.0,2666.0,124.0,934,2005,0,295,0,314,91,190,2049,1424,1515,51,38,45,38,114,62,141,96,56,388,1422,205,264,319,295,358,411,2939
40.0,859.0,73.77777777777777,1587.0,3744.0,4599.0,26.0,61.0,68.0,22.13928571392857,14.253846153846156,7.951851851851852,8189,18,43.1,1329.0,19139.0,889.0,6455,14902,133,2723,0,487,57,2796,15161,10805,10552,574,354,524,293,780,742,711,634,883,1947,9452,952,1769,1793,3486,1623,2791,21357
128.0,5352.0,40.333333333333336,9348.0,32701.0,46629.0,281.0,540.0,583.0,21.56428571482143,5.776923076923077,4.311538461538461,59099,318,42.1,4213.0,140169.0,4539.0,41293,107628,1739,3236,65,9140,376,4654,129711,75302,73619,5371,4065,4751,6694,3304,4604,3783,5026,8320,8668,72131,3794,3654,29337,20010,4574,22861,148921
0.0,0.0,73.28571428571429,1497.0,3137.0,4158.0,51.0,78.0,83.0,22.575,17.161538461538463,7.4148148148148145,5508,0,44.6,734.0,12449.0,414.0,3848,9749,79,208,0,824,125,343,12018,6756,6841,483,191,137,149,467,408,612,621,788,1560,6315,344,1278,1273,2053,816,2299,13597
0.0,0.0,81.0,320.0,1070.0,1328.0,8.0,11.0,14.0,22.432142857142857,20.792857142857144,34.306,735,0,46.1,605.0,2368.0,45.0,1211,1807,11,61,0,165,24,39,2718,1095,1923,79,40,27,31,124,52,80,62,139,242,809,239,182,195,510,576,431,3018
35.0,1392.0,65.80645161290323,3536.0,7199.0,8383.0,65.0,130.0,146.0,22.07857142892857,13.13076923076923,7.507407407407407,17569,56,41.2,2465.0,37182.0,781.0,7376,33052,319,1115,7,2024,317,387,36259,20380,20048,1468,972,943,991,1642,1688,1061,1566,2157,3042,20367,2311,2764,4309,6268,2294,7168,40428
0.0,0.0,75.93478260869566,6933.0,17143.0,21294.0,84.0,209.0,235.0,21.71071428535714,11.761538461538462,8.685185185185185,26519,7,32.2,2377.0,70811.0,2388.0,14169,61407,1610,9815,557,8679,591,1090,53234,37853,37723,1902,1063,995,414,2576,2186,2455,2269,3080,5384,33510,3883,2472,6653,10993,4538,17986,75576
0.0,0.0,98.0,188.0,281.0,392.0,7.0,9.0,9.0,22.925,37.02777777777778,21.994,594,0,37.3,4.0,1620.0,0.0,313,1311,0,126,0,115,3,110,1270,883,741,25,19,27,38,79,69,57,78,42,269,780,155,206,153,210,57,298,1624
0.0,0.0,85.0,514.0,1267.0,1667.0,12.0,24.0,25.0,24.58620689655172,12.484615384615385,31.83,2021,0,33.6,658.0,3800.0,281.0,3079,1660,99,106,5,148,8,1816,2557,2288,2451,234,86,99,62,110,109,158,141,101,400,2149,70,400,345,804,517,532,4739
0.0,0.0,85.0,575.0,984.0,1523.0,15.0,19.0,21.0,22.717857142964284,20.571428571428573,33.50681818181818,1647,0,44.1,166.0,3071.0,156.0,2110,1283,0,41,0,44,0,1856,1452,1792,1601,105,0,57,0,180,143,208,142,166,393,1802,183,298,173,899,459,351,3393
0.0,0.0,95.16666666666669,525.0,1843.0,2071.0,28.0,45.0,46.0,21.746428571071423,22.684615384615384,10.446428571428571,2268,9,39.0,136.0,5489.0,128.0,3237,2516,27,273,8,331,0,423,4691,2854,2899,108,43,31,73,291,186,198,165,290,722,2721,739,361,416,931,537,804,5753
0.0,0.0,97.0,347.0,508.0,577.0,8.0,14.0,14.0,22.932142857357142,25.071428571428573,31.35,832,0,37.2,129.0,1896.0,158.0,1816,367,16,3,0,271,56,362,1475,973,1210,55,0,0,0,61,25,101,39,79,308,1025,316,302,233,360,276,213,2183
0.0,0.0,80.0,922.0,2128.0,2066.0,25.0,40.0,45.0,22.642857142857142,12.515384615384615,21.1030303030303,3384,0,31.5,1192.0,5697.0,383.0,3374,3898,8,14,0,713,31,670,5836,3579,3693,140,66,82,80,366,125,267,372,389,457,3702,338,361,657,938,1120,868,7272
5806.0,257990.0,52.99545454545454,284935.0,566714.0,690588.0,3896.0,6583.0,7135.0,21.5678571425,12.884615384615383,8.537037037037036,1129351,3890,33.5,440438.0,1986093.0,196103.0,1055049,1567585,170955,593081,1147,172303,10364,199281,1475503,1329339,1293295,82285,53828,56358,75714,91103,84940,78876,99072,119899,203921,1385999,185029,117147,460618,314588,274690,355314,2622634
21.0,430.0,89.53846153846153,1715.0,2787.0,3421.0,69.0,93.0,101.0,22.50357142857143,19.846153846153847,8.155555555555555,4023,0,33.6,476.0,12135.0,238.0,7458,5391,15,1089,0,1352,115,1342,8936,5786,7063,270,214,117,161,329,403,312,362,385,1877,4919,1176,926,910,2326,1518,1448,12849
32.0,636.0,86.70588235294117,2641.0,4539.0,6270.0,64.0,111.0,117.0,22.217857142857145,16.923076923076923,6.844444444444445,7743,21,31.8,2692.0,15109.0,816.0,13689,4928,132,180,15,2109,90,999,15092,9295,9322,505,263,207,122,801,697,617,465,837,1539,8701,1685,1139,1004,3307,2066,2184,18617
0.0,0.0,83.0,302.0,1796.0,1468.0,12.0,25.0,27.0,21.928571427857143,15.453846153846154,18.32258064516129,2014,0,41.7,18.0,5223.0,36.0,437,4840,19,388,0,344,9,11,4506,2909,2368,212,70,111,97,302,154,121,188,233,578,2304,329,541,631,755,202,953,5277
872.0,39233.0,32.75635593220339,68236.0,168192.0,276488.0,722.0,1324.0,1452.0,21.574999999821426,5.453846153846154,4.176923076923076,392811,1824,35.8,70528.0,727328.0,63834.0,166865,694825,79003,85098,841,53794,4715,23296,614943,437846,423844,33192,25718,36388,41497,18400,20509,20533,27742,39483,37123,488348,25223,13782,226419,79088,33440,141932,861690
44.0,547.0,74.41176470588235,1884.0,6427.0,5192.0,0.0,96.0,112.0,22.27857142857143,17.03076923076923,7.622222222222223,6768,27,41.7,529.0,19513.0,175.0,7211,13006,11,1797,0,532,293,4474,13110,9694,10523,673,384,253,284,725,586,472,724,737,1985,7945,1093,1823,1276,4260,1609,3206,20217
0.0,0.0,97.0,157.0,426.0,503.0,10.0,16.0,16.0,22.50714285678572,31.5,28.528571428571425,615,0,45.2,128.0,2009.0,45.0,644,1538,12,58,0,73,9,110,1920,1121,1061,52,41,33,23,101,74,68,57,93,319,869,118,127,169,426,193,306,2182
0.0,0.0,97.75,1542.0,5736.0,6233.0,28.0,51.0,52.0,22.28928571392857,23.700000000000003,8.485185185185186,3173,0,36.5,444.0,9121.0,667.0,8938,1294,164,9,0,1670,12,1195,7182,5329,4903,208,151,128,20,167,112,249,240,237,1666,3675,1071,901,731,1641,1106,1216,10232
0.0,0.0,90.0,350.0,1068.0,1272.0,15.0,26.0,26.0,22.50357142928572,21.3,30.848837209302324,1383,12,41.6,62.0,3213.0,42.0,374,2943,10,207,0,63,10,53,2974,1674,1643,48,52,64,25,130,140,145,190,175,375,1546,50,415,254,490,156,542,3317
0.0,0.0,95.1,1173.0,3316.0,4439.0,41.0,68.0,74.0,22.564285714321425,28.446153846153848,9.08148148148148,3882,0,36.4,282.0,10698.0,214.0,9991,1203,0,153,0,587,12,112,10330,5511,5683,337,42,97,40,344,288,328,339,382,1210,4691,1416,1149,403,1608,1340,1846,11194
19.0,467.0,87.05555555555556,1306.0,2778.0,3401.0,46.0,111.0,120.0,22.28571428535714,17.76923076923077,7.774074074074075,6665,19,41.5,501.0,17484.0,304.0,3050,15239,62,427,0,353,106,486,16855,9156,9133,445,179,227,295,775,618,409,476,978,2615,7562,1012,1786,1646,2564,1205,3053,18289
538.0,18281.0,65.57142857142857,16424.0,36995.0,45931.0,356.0,687.0,734.0,21.785714285714285,14.66153846153846,8.025925925925925,69799,239,30.6,14337.0,139472.0,8258.0,99853,62214,1843,7779,88,11965,1237,20215,118940,79662,82405,5674,3227,4508,2531,5344,3925,4376,5109,6933,11975,80690,11231,7391,13971,24828,18013,24447,162067
0.0,0.0,94.0,244.0,465.0,560.0,4.0,11.0,12.0,22.853571428571428,30.7625,25.13,823,13,40.7,69.0,1826.0,49.0,1013,931,0,1,0,1,0,0,1942,943,1001,41,0,34,39,74,117,106,47,37,292,915,114,300,158,301,128,245,1944
229.0,10721.0,50.3956043956044,21437.0,48466.0,57592.0,304.0,573.0,617.0,21.57499999964286,7.8076923076923075,4.703846153846154,80075,232,36.4,8012.0,165890.0,5582.0,47758,131726,1288,18813,80,11228,1334,6641,140100,90884,88600,7616,5223,5351,4646,4062,3702,4200,6554,8874,9171,92705,8345,4846,24112,24456,12172,32052,179484
2282.0,94236.0,77.8,125985.0,205021.0,243559.0,2574.0,3680.0,3899.0,21.71071428607143,17.73846153846154,8.825925925925926,329597,1066,32.4,98912.0,636834.0,101169.0,691920,144995,10654,26915,1246,101308,4685,112022,580085,423844,413071,21783,10691,11054,7999,28123,24848,23546,27879,30289,87450,395398,87139,38927,107363,96458,64750,143647,836915
47.0,1868.0,60.5,4011.0,8633.0,9863.0,67.0,123.0,132.0,22.217857142857145,15.192307692307692,6.944444444444445,18287,22,30.8,2532.0,38999.0,695.0,8990,33236,418,704,59,1269,387,1997,37392,21733,20493,1655,675,756,584,1359,1201,1125,1459,1577,3872,21360,2014,1496,6582,4750,2353,4998,42226
36.0,140.0,89.08333333333333,2021.0,3737.0,4332.0,31.0,63.0,70.0,21.99285714285714,18.584615384615383,7.762962962962963,5014,4,41.0,642.0,16321.0,318.0,4065,13216,111,4060,0,520,71,409,12110,9107,8174,320,159,160,122,608,401,345,563,575,2299,6235,1113,1616,1057,3153,1867,2883,17281
0.0,0.0,70.89655172413794,3299.0,6788.0,8170.0,106.0,182.0,193.0,22.135714285714283,12.66153846153846,8.381481481481481,12482,13,41.0,1162.0,33315.0,569.0,4067,30979,197,1993,9,1440,332,594,30481,16474,18572,1166,622,609,672,1030,1147,1071,1214,1693,3167,15186,2092,2543,2990,6636,2576,5877,35046
38.0,887.0,54.333333333333336,2333.0,4741.0,5293.0,58.0,100.0,119.0,22.14642857142857,10.976923076923075,7.403703703703703,9985,8,48.1,1082.0,23453.0,712.0,5393,19854,124,1615,0,412,33,424,22639,12661,12586,824,542,387,507,683,742,566,992,1417,2373,11358,913,2734,2409,5063,1301,3284,25247
0.0,0.0,92.6,290.0,605.0,703.0,14.0,24.0,27.0,22.4928571425,20.764285714285712,30.464285714285715,1708,0,44.5,49.0,3741.0,37.0,1045,2782,12,117,0,245,26,130,3297,1936,1891,200,59,81,44,192,152,214,121,177,436,1945,168,368,422,661,142,657,3827
0.0,0.0,91.125,768.0,1930.0,2183.0,29.0,48.0,50.0,22.28928571464286,19.684615384615384,8.022222222222222,2214,0,36.5,318.0,5399.0,65.0,3391,2391,4,298,0,267,3,45,5165,2943,2839,171,66,99,34,175,223,286,231,295,604,2549,490,499,387,832,572,906,5782
0.0,0.0,98.0,120.0,199.0,237.0,10.0,11.0,12.0,22.785714285714285,33.81578947368421,18.104,482,0,55.1,18.0,1170.0,19.0,273,934,0,2,0,177,4,57,967,598,609,27,2,6,24,57,47,66,31,49,200,594,44,122,67,169,58,181,1207
866.0,39758.0,39.22802197802198,59821.0,178225.0,253883.0,630.0,1143.0,1248.0,21.575,5.869230769230769,4.726923076923077,326155,1102,36.5,101246.0,564352.0,125294.0,194349,596543,164939,158968,152,47670,2719,33690,382754,402637,388255,29347,23274,32146,39636,13082,14264,14816,22245,30349,29140,401700,30930,12317,202502,72241,33901,112010,790892
0.0,0.0,63.44444444444444,704.0,2140.0,2650.0,26.0,40.0,46.0,22.432142857,15.46923076923077,7.859259259259259,4137,0,42.4,498.0,9991.0,278.0,1606,9161,0,475,0,504,30,627,9131,5319,5448,368,271,232,280,574,439,352,475,329,640,5279,424,531,1410,1216,487,1954,10767
37.0,328.0,74.25,1771.0,3848.0,4081.0,48.0,82.0,87.0,22.571428571428573,15.73076923076923,8.255555555555556,6601,41,40.8,726.0,18414.0,604.0,3137,16607,165,2859,0,1151,65,271,15233,9456,10288,633,275,472,286,574,628,378,566,858,2066,7446,1106,1974,1585,3162,1787,3436,19744
0.0,0.0,87.58333333333333,2680.0,5677.0,7950.0,49.0,91.0,95.0,22.139285714,23.253846153846155,7.611111111111111,6424,37,31.7,2842.0,16638.0,533.0,15924,4089,192,805,0,2095,40,1080,15801,7818,12195,457,118,130,100,453,293,524,275,671,1652,7479,1598,1564,817,3808,3041,2425,20013
0.0,0.0,69.33333333333333,1414.0,1914.0,1711.0,43.0,83.0,85.0,22.564285714642857,14.830769230769231,7.485185185185186,7295,95,28.1,3093.0,15911.0,2073.0,8797,12280,176,443,0,1018,156,647,18637,10399,10678,534,446,368,344,320,295,405,603,792,1771,8942,541,1041,822,3319,3442,1858,21077
1027.0,46153.0,50.52059925093633,35597.0,94867.0,115637.0,387.0,836.0,901.0,21.571428571785717,10.461538461538462,5.607692307692308,140357,266,37.7,17922.0,305096.0,14582.0,84243,253357,11442,42794,88,20636,1266,7433,253941,171576,166024,12529,9618,12319,13296,9095,8058,7936,10981,14595,26777,169835,18012,11460,59545,41976,17622,59496,337600
0.0,0.0,87.4,375.0,1233.0,1340.0,21.0,27.0,30.0,22.285714285,19.453846153846158,31.165,1696,3,42.8,1718.0,4162.0,148.0,2954,3074,134,567,0,385,20,407,4515,2222,3806,134,28,11,21,130,158,44,215,439,533,1938,290,282,374,1078,1332,711,6028
57.0,1789.0,35.0,2462.0,5304.0,6192.0,49.0,106.0,120.0,22.53571428535714,11.015384615384615,3.8230769230769233,10543,0,50.1,1520.0,24264.0,884.0,6300,20368,83,23,0,1132,627,680,24123,13784,12884,994,683,689,634,1042,1008,824,1266,1233,2447,12780,877,1517,3641,3937,1441,2744,26668
0.0,0.0,33.0,98.0,197.0,245.0,2.0,3.0,3.0,29.12121212121212,21.43809523809524,13.808163265306122,517,0,36.6,287.0,1115.0,45.0,554,893,0,0,0,179,0,249,1019,650,797,17,33,82,45,43,15,6,40,38,116,645,77,51,216,158,242,150,1447
0.0,0.0,65.0,438.0,1187.0,1756.0,14.0,32.0,34.0,21.789285714285715,15.238461538461538,7.859259259259259,2756,13,46.3,190.0,7284.0,104.0,2730,4848,31,468,0,119,0,436,6524,3809,3769,220,135,196,206,319,143,112,283,268,958,3190,300,856,518,986,344,1720,7578
34.0,617.0,76.5625,2628.0,4688.0,5244.0,56.0,95.0,106.0,22.135714285714283,15.707692307692309,6.762962962962964,8041,0,36.7,1787.0,18387.0,654.0,10652,10176,84,1431,7,978,28,4379,13921,10205,10623,584,377,298,373,645,640,532,1043,968,2005,9232,1744,1543,1182,4465,2344,1987,20828
110.0,1218.0,81.875,2004.0,6099.0,6708.0,55.0,122.0,134.0,22.21071428607143,16.184615384615384,7.5703703703703695,8532,17,36.3,1431.0,19797.0,835.0,6490,15573,76,1076,47,964,333,1105,18462,10363,11700,794,271,388,308,1030,429,583,1007,902,2131,9720,1497,1631,1467,3609,2452,3540,22063
